"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.250535666E0,-2.277786255E0,2.419617462E1,-3.636231613E1,4.373626883E1
3.260505666E0,-2.376296997E0,2.426697540E1,-3.601111603E1,4.348946263E1
3.270475667E0,-2.251609802E0,2.427475929E1,-3.591506958E1,4.340767108E1
3.280445667E0,-2.277297974E0,2.409935951E1,-3.598809814E1,4.337174683E1
3.290415667E0,-2.255065918E0,2.422419357E1,-3.572859192E1,4.322533004E1
3.300386666E0,-2.319541931E0,2.427473259E1,-3.550578308E1,4.307323472E1
3.310356666E0,-2.378387451E0,2.441623306E1,-3.567228699E1,4.329343164E1
3.320326666E0,-2.378387451E0,2.441623306E1,-3.567228699E1,4.329343164E1
3.330296666E0,-2.488029480E0,2.446216965E1,-3.604501343E1,4.363291221E1
3.340266666E0,-2.457046509E0,2.434151268E1,-3.596382904E1,4.349647476E1
3.350236666E0,-2.510749817E0,2.435853195E1,-3.605438232E1,4.358394691E1
3.360207667E0,-2.329467773E0,2.440165901E1,-3.591440582E1,4.348231742E1
3.370177667E0,-2.486717224E0,2.443479347E1,-3.593820953E1,4.352927520E1
3.380147667E0,-2.285568237E0,2.450326729E1,-3.600802231E1,4.361435086E1
3.390117667E0,-2.277519226E0,2.449551010E1,-3.593542480E1,4.354964827E1
3.400087667E0,-2.372474670E0,2.437273598E1,-3.600796127E1,4.354574801E1
3.410057667E0,-2.209884644E0,2.436184120E1,-3.587548828E1,4.342157939E1
3.420027667E0,-2.448417664E0,2.439930344E1,-3.583228302E1,4.341973357E1
3.429998667E0,-2.382476807E0,2.425597382E1,-3.571296692E1,4.323707284E1
3.439968667E0,-2.421890259E0,2.435140228E1,-3.561845398E1,4.321493503E1
3.449938667E0,-2.483169556E0,2.417151833E1,-3.570570374E1,4.318941663E1
3.459908667E0,-2.489746094E0,2.416717148E1,-3.577686310E1,4.324621308E1
3.469878667E0,-2.350540161E0,2.419199181E1,-3.578295898E1,4.325734227E1
3.479848667E0,-2.391548157E0,2.428160286E1,-3.584534454E1,4.336132454E1
3.489819666E0,-2.331977844E0,2.431555557E1,-3.624582672E1,4.370862979E1
3.499789666E0,-2.425048828E0,2.409467316E1,-3.600577545E1,4.339181953E1
3.509759666E0,-2.381797791E0,2.437187386E1,-3.591420746E1,4.346828146E1
3.519729666E0,-2.506614685E0,2.433955574E1,-3.587197876E1,4.342229785E1
3.529699666E0,-2.656143188E0,2.429958534E1,-3.603309631E1,4.354203687E1
3.539669666E0,-2.463844299E0,2.430579567E1,-3.594111633E1,4.345809562E1
3.549640667E0,-2.588447571E0,2.436552620E1,-3.591397858E1,4.347634742E1
3.559610667E0,-2.490135193E0,2.439878082E1,-3.587322235E1,4.345560218E1
3.569580667E0,-2.400711060E0,2.428790665E1,-3.604645538E1,4.353174438E1
3.579550667E0,-2.481628418E0,2.432715225E1,-3.614339447E1,4.363844383E1
3.589520667E0,-2.312324524E0,2.438818550E1,-3.590569305E1,4.346664503E1
3.599490666E0,-2.252548218E0,2.438941193E1,-3.612171555E1,4.364281982E1
3.609460666E0,-2.327751160E0,2.448949051E1,-3.599210358E1,4.359570037E1
3.619431667E0,-2.338500977E0,2.450178528E1,-3.601353455E1,4.362087504E1
3.629401667E0,-2.369194031E0,2.441410255E1,-3.633736801E1,4.384137085E1
3.639371667E0,-2.499641418E0,2.439547920E1,-3.643512344E1,4.391931048E1
3.649341750E0,-2.382957458E0,2.450883484E1,-3.619530487E1,4.377740931E1
3.659311750E0,-2.446891785E0,2.448695374E1,-3.589815521E1,4.352327803E1
3.669281750E0,-2.160621643E0,2.452584267E1,-3.605121613E1,4.365633320E1
3.679252750E0,-2.331413269E0,2.440081978E1,-3.588704681E1,4.345935599E1
3.689222750E0,-2.309059143E0,2.442256927E1,-3.581396866E1,4.341006790E1
3.699192750E0,-2.309059143E0,2.442256927E1,-3.581396866E1,4.341006790E1
3.709162750E0,-2.309532166E0,2.447482491E1,-3.588562012E1,4.349860600E1
3.719132750E0,-2.534812927E0,2.438689041E1,-3.583755493E1,4.342206863E1
3.729102750E0,-2.498542786E0,2.444599152E1,-3.608168030E1,4.365474625E1
3.739073750E0,-2.521934509E0,2.445195198E1,-3.588063049E1,4.349342196E1
3.749043750E0,-2.389068604E0,2.444902992E1,-3.623649216E1,4.377837453E1
3.759013750E0,-2.486915588E0,2.433331871E1,-3.621778488E1,4.370381094E1
3.768983750E0,-2.411689758E0,2.438748550E1,-3.583996582E1,4.341737955E1
3.778953750E0,-2.458465576E0,2.442443848E1,-3.594941711E1,4.353111346E1
3.788923750E0,-2.244285583E0,2.440976143E1,-3.618405914E1,4.370537046E1
3.798894750E0,-2.337867737E0,2.443165207E1,-3.595721817E1,4.353496051E1
3.808864750E0,-2.310470581E0,2.433566475E1,-3.593419647E1,4.346066416E1
3.818834750E0,-2.437362671E0,2.437245560E1,-3.598902130E1,4.353351563E1
3.828804750E0,-2.340499878E0,2.426909447E1,-3.612695312E1,4.358467194E1
3.838774750E0,-2.352012634E0,2.435589981E1,-3.629808044E1,4.377547787E1
3.848744750E0,-2.367385864E0,2.430730438E1,-3.627247238E1,4.372804380E1
3.858714750E0,-2.256790161E0,2.432179070E1,-3.628439331E1,4.374013949E1
3.868685750E0,-2.368347168E0,2.436635590E1,-3.635083008E1,4.382591945E1
3.878655750E0,-2.294769287E0,2.430956078E1,-3.626737595E1,4.372119931E1
3.888625750E0,-2.474586487E0,2.438690186E1,-3.614192200E1,4.367016242E1
3.898595750E0,-2.371810913E0,2.429062843E1,-3.610375977E1,4.357914164E1
3.908565750E0,-2.388824463E0,2.432135582E1,-3.622544861E1,4.369803151E1
3.918535750E0,-2.330276489E0,2.426744270E1,-3.633240509E1,4.375365840E1
3.928506750E0,-2.419052124E0,2.422351074E1,-3.609594727E1,4.353788804E1
3.938476750E0,-2.302505493E0,2.428933907E1,-3.640714264E1,4.382640253E1
3.948446750E0,-2.341995239E0,2.416581726E1,-3.615495300E1,4.355057166E1
3.958416750E0,-2.494476318E0,2.453204346E1,-3.618943787E1,4.379176842E1
3.968386750E0,-2.469650269E0,2.442354393E1,-3.626187897E1,4.378963961E1
3.978356750E0,-2.418319702E0,2.444513702E1,-3.601843262E1,4.359748252E1
3.988327750E0,-2.392257690E0,2.444915390E1,-3.590184784E1,4.350203101E1
3.998297750E0,-2.590583801E0,2.445174980E1,-3.582326889E1,4.345003782E1
4.008267750E0,-2.376106262E0,2.447664452E1,-3.607866287E1,4.366259180E1
4.018237750E0,-2.387535095E0,2.445797920E1,-3.596738434E1,4.356082881E1
4.028207750E0,-2.410362244E0,2.439489937E1,-3.562987518E1,4.324822501E1
4.038177750E0,-2.551170349E0,2.455116653E1,-3.573603058E1,4.343192524E1
4.048148750E0,-2.534149170E0,2.436243248E1,-3.584708405E1,4.341616592E1
4.058118750E0,-2.473648071E0,2.444396591E1,-3.592731094E1,4.352468352E1
4.068088750E0,-2.502616882E0,2.442728424E1,-3.586745453E1,4.346756953E1
4.078058750E0,-2.666236877E0,2.448343658E1,-3.584652328E1,4.349161664E1
4.088028750E0,-2.666236877E0,2.448343658E1,-3.584652328E1,4.349161664E1
4.097998750E0,-2.649482727E0,2.458043671E1,-3.588924026E1,4.358044509E1
4.107968750E0,-2.408897400E0,2.460697365E1,-3.607844543E1,4.373740006E1
4.117939750E0,-2.436904907E0,2.460137177E1,-3.593811798E1,4.362011374E1
4.127909750E0,-2.401283264E0,2.462600899E1,-3.618622208E1,4.383661880E1
4.137879750E0,-2.551811218E0,2.465788841E1,-3.595012665E1,4.366846468E1
4.147849750E0,-2.660720825E0,2.472369194E1,-3.583636475E1,4.361863612E1
4.157819750E0,-2.460693359E0,2.453489494E1,-3.588022614E1,4.353626889E1
4.167789750E0,-2.427375793E0,2.435329247E1,-3.587763214E1,4.343016803E1
4.177760750E0,-2.354393005E0,2.445668983E1,-3.607694244E1,4.364881007E1
4.187730750E0,-2.341056824E0,2.451799202E1,-3.612965012E1,4.372601168E1
4.197700750E0,-2.554946899E0,2.461508369E1,-3.600023270E1,4.368577404E1
4.207670750E0,-2.505233765E0,2.456253815E1,-3.604339218E1,4.368890702E1
4.217640750E0,-2.517189026E0,2.445576859E1,-3.587729645E1,4.349254256E1
4.227610750E0,-2.314285278E0,2.441642952E1,-3.626776886E1,4.378206259E1
4.237581750E0,-2.458633423E0,2.470432091E1,-3.628369141E1,4.396424242E1
4.247551750E0,-2.483276367E0,2.455958748E1,-3.602334595E1,4.366945674E1
4.257521750E0,-2.279914856E0,2.456785583E1,-3.626185989E1,4.386000496E1
4.267491750E0,-2.455619812E0,2.448129654E1,-3.596026993E1,4.357183680E1
4.277461750E0,-2.457489014E0,2.450110054E1,-3.596309662E1,4.358540465E1
4.287431750E0,-2.428916931E0,2.466161346E1,-3.588647079E1,4.361116373E1
4.297401750E0,-2.417076111E0,2.452821922E1,-3.558461380E1,4.328672469E1
4.307372750E0,-2.384735107E0,2.464498901E1,-3.581963348E1,4.354432900E1
4.317342750E0,-2.499794006E0,2.466974068E1,-3.584549713E1,4.358606130E1
4.327312750E0,-2.513687134E0,2.448215294E1,-3.570564651E1,4.336574257E1
4.337282750E0,-2.369613647E0,2.461775208E1,-3.584386444E1,4.354803559E1
4.347252750E0,-2.412887573E0,2.457677841E1,-3.570820618E1,4.341561991E1
4.357222750E0,-2.364860535E0,2.451182556E1,-3.577396393E1,4.343038859E1
4.367193750E0,-2.424186707E0,2.445655251E1,-3.558751297E1,4.324893896E1
4.377163750E0,-2.505256653E0,2.444106102E1,-3.579972839E1,4.341960764E1
4.387133750E0,-2.511016846E0,2.461488914E1,-3.586415482E1,4.357104054E1
4.397103750E0,-2.630348206E0,2.437400818E1,-3.588808060E1,4.346222884E1
4.407073750E0,-2.476234436E0,2.445227051E1,-3.588252258E1,4.349253611E1
4.417043750E0,-2.586822510E0,2.443410110E1,-3.597170639E1,4.356237606E1
4.427014750E0,-2.590202332E0,2.440586472E1,-3.575644684E1,4.336910042E1
4.436984750E0,-2.653205872E0,2.448266602E1,-3.590148163E1,4.353569593E1
4.446954750E0,-2.640617371E0,2.438387108E1,-3.593522644E1,4.350731580E1
4.456924750E0,-2.561943054E0,2.444836426E1,-3.602978134E1,4.361686842E1
4.466894750E0,-2.678337097E0,2.456326103E1,-3.608086014E1,4.373048994E1
4.476864750E0,-2.678337097E0,2.456326103E1,-3.608086014E1,4.373048994E1
4.486835750E0,-2.699310303E0,2.450305557E1,-3.585000610E1,4.350757343E1
4.496805750E0,-2.543884277E0,2.446355247E1,-3.593054199E1,4.354239997E1
4.506775750E0,-2.512519836E0,2.443092537E1,-3.597977448E1,4.356290901E1
4.516745750E0,-2.469337463E0,2.433271790E1,-3.596083832E1,4.348977673E1
4.526715750E0,-2.479400635E0,2.427558899E1,-3.618437195E1,4.364356106E1
4.536685750E0,-2.404968262E0,2.437449265E1,-3.594689178E1,4.349803206E1
4.546656750E0,-2.528381348E0,2.435966682E1,-3.578084564E1,4.335960095E1
4.556626750E0,-2.536170959E0,2.457421303E1,-3.581314087E1,4.350753001E1
4.566596750E0,-2.529075623E0,2.456185532E1,-3.588456345E1,4.355895836E1
4.576566750E0,-2.430297852E0,2.452528381E1,-3.595493317E1,4.359074572E1
4.586536750E0,-2.438575745E0,2.458421326E1,-3.587374496E1,4.355749959E1
4.596506750E0,-2.427711487E0,2.433259392E1,-3.593308640E1,4.346441772E1
4.606476750E0,-2.578033447E0,2.435914803E1,-3.595014191E1,4.350203503E1
4.616447750E0,-2.555717468E0,2.441578484E1,-3.602433014E1,4.359374500E1
4.626417750E0,-2.552543640E0,2.432657433E1,-3.591992188E1,4.345731797E1
4.636387750E0,-2.505073547E0,2.418699265E1,-3.586556244E1,4.333156558E1
4.646357750E0,-2.542190552E0,2.437560654E1,-3.580629349E1,4.339036276E1
4.656327541E0,-2.276084900E0,2.440854836E1,-3.587472534E1,4.345058934E1
4.666297541E0,-2.408721924E0,2.440096092E1,-3.601582336E1,4.357003980E1
4.676268542E0,-2.379898071E0,2.452922440E1,-3.580114746E1,4.346342053E1
4.686238542E0,-2.443840027E0,2.457128716E1,-3.604911804E1,4.369507316E1
4.696208542E0,-2.447082520E0,2.450287247E1,-3.601447296E1,4.362821604E1
4.706178541E0,-2.492324829E0,2.450954437E1,-3.586116028E1,4.350807126E1
4.716148541E0,-2.429260254E0,2.463098526E1,-3.597153473E1,4.366392162E1
4.726118541E0,-2.380340576E0,2.461798668E1,-3.601439667E1,4.368922129E1
4.736089542E0,-2.413116455E0,2.473097992E1,-3.625185776E1,4.395044584E1
4.746059542E0,-2.609283447E0,2.474398041E1,-3.608949661E1,4.383519924E1
4.756029542E0,-2.551818848E0,2.470212936E1,-3.599436188E1,4.372986464E1
4.765999542E0,-2.574958801E0,2.452935982E1,-3.604692841E1,4.367723610E1
4.775969542E0,-2.405738831E0,2.451629829E1,-3.611475372E1,4.371626583E1
4.785939542E0,-2.441574097E0,2.444709587E1,-3.641329193E1,4.392663895E1
4.795910541E0,-2.528808594E0,2.454424477E1,-3.582148743E1,4.349705491E1
4.805880541E0,-2.582092285E0,2.451696396E1,-3.586454010E1,4.352027067E1
4.815850541E0,-2.452407837E0,2.456213188E1,-3.603308868E1,4.367718062E1
4.825820541E0,-2.472518921E0,2.458984375E1,-3.594994736E1,4.362536510E1
4.835790541E0,-2.621299744E0,2.455198097E1,-3.605762482E1,4.370152502E1
4.845760542E0,-2.603767395E0,2.451773643E1,-3.607144165E1,4.369265278E1
4.855730542E0,-2.643730164E0,2.451365471E1,-3.622690582E1,4.382119672E1
4.865701541E0,-2.643730164E0,2.451365471E1,-3.622690582E1,4.382119672E1
4.875671541E0,-2.715316772E0,2.455627823E1,-3.617517853E1,4.380670368E1
4.885641541E0,-2.710861206E0,2.455454445E1,-3.613919449E1,4.377574442E1
4.895611541E0,-2.608749390E0,2.474373817E1,-3.606185150E1,4.381227323E1
4.905581541E0,-2.800987244E0,2.460224342E1,-3.599835968E1,4.369207950E1
4.915551541E0,-2.642807007E0,2.446770287E1,-3.602967072E1,4.363244302E1
4.925522542E0,-2.593276978E0,2.462059402E1,-3.626216507E1,4.390721297E1
4.935492542E0,-2.711936951E0,2.462130547E1,-3.613830948E1,4.381256323E1
4.945462542E0,-2.630035400E0,2.443773842E1,-3.664382553E1,4.412357754E1
4.955432542E0,-2.732749939E0,2.459338760E1,-3.652202606E1,4.411531507E1
4.965402542E0,-2.689918518E0,2.461039734E1,-3.648257065E1,4.408951440E1
4.975372542E0,-2.743591309E0,2.461267281E1,-3.638654327E1,4.401467355E1
4.985343541E0,-2.718513489E0,2.447453499E1,-3.607756042E1,4.368047098E1
4.995313541E0,-2.756629944E0,2.448660088E1,-3.634923553E1,4.391422953E1
5.005283542E0,-2.656463623E0,2.462637520E1,-3.644530487E1,4.406558069E1
5.015253542E0,-2.620018005E0,2.457671165E1,-3.643393707E1,4.402625377E1
5.025223542E0,-2.655288696E0,2.451323700E1,-3.637876129E1,4.394728228E1
5.035193542E0,-2.592384338E0,2.447488976E1,-3.621449280E1,4.378618702E1
5.045164541E0,-2.615997314E0,2.445010185E1,-3.624979401E1,4.380295068E1
5.055134541E0,-2.623382568E0,2.453731728E1,-3.646920013E1,4.403367613E1
5.065104541E0,-2.676712036E0,2.458967972E1,-3.617577362E1,4.382355226E1
5.075074541E0,-2.612091064E0,2.461168861E1,-3.609533691E1,4.376564387E1
5.085044541E0,-2.548522949E0,2.448566246E1,-3.601270294E1,4.362290005E1
5.095014541E0,-2.501548767E0,2.457230377E1,-3.628108978E1,4.389046975E1
5.104985542E0,-2.419067383E0,2.450769234E1,-3.627482986E1,4.384452249E1
5.114955542E0,-2.443046570E0,2.458545113E1,-3.629269409E1,4.390412883E1
5.124925542E0,-2.496711731E0,2.449153328E1,-3.622118378E1,4.379546696E1
5.134895542E0,-2.449295044E0,2.443184853E1,-3.635662460E1,4.387161293E1
5.144865542E0,-2.522819519E0,2.442308235E1,-3.636977005E1,4.388179285E1
5.154835542E0,-2.362663269E0,2.432155609E1,-3.628176117E1,4.374341621E1
5.164805542E0,-2.489875793E0,2.438942146E1,-3.609609985E1,4.363452515E1
5.174776542E0,-2.336570740E0,2.449407768E1,-3.617009735E1,4.374580376E1
5.184746542E0,-2.375259399E0,2.441373253E1,-3.622111511E1,4.374518686E1
5.194716542E0,-2.434867859E0,2.432522774E1,-3.613160324E1,4.362497036E1
5.204686542E0,-2.337173462E0,2.447751999E1,-3.597989655E1,4.357940247E1
5.214656542E0,-2.392684937E0,2.446857643E1,-3.617553711E1,4.373906331E1
5.224626542E0,-2.484146118E0,2.446738434E1,-3.625618362E1,4.381021261E1
5.234597541E0,-2.563819885E0,2.450652885E1,-3.628949738E1,4.386423086E1
5.244567541E0,-2.487419128E0,2.437163544E1,-3.637633896E1,4.385660616E1
5.254537541E0,-2.487419128E0,2.437163544E1,-3.637633896E1,4.385660616E1
5.264507541E0,-2.367782593E0,2.437952805E1,-3.647720337E1,4.393807173E1
5.274477541E0,-2.347061157E0,2.435743141E1,-3.629246140E1,4.377140522E1
5.284447541E0,-2.443290710E0,2.434310913E1,-3.612603760E1,4.363080591E1
5.294418542E0,-2.367034912E0,2.440808678E1,-3.587912750E1,4.345882355E1
5.304388542E0,-2.491333008E0,2.443579292E1,-3.606959534E1,4.363863453E1
5.314358542E0,-2.473106384E0,2.442894173E1,-3.579562378E1,4.340755845E1
5.324328542E0,-2.288307190E0,2.450172234E1,-3.595078278E1,4.356638072E1
5.334298541E0,-2.352920532E0,2.444532585E1,-3.609961700E1,4.366111014E1
5.344268541E0,-2.353439331E0,2.452067566E1,-3.642104340E1,4.396924622E1
5.354239542E0,-2.501281738E0,2.447342491E1,-3.609898376E1,4.368456897E1
5.364209542E0,-2.529151917E0,2.450955772E1,-3.616956711E1,4.376474168E1
5.374179542E0,-2.500587463E0,2.452396774E1,-3.616846466E1,4.377026122E1
5.384149542E0,-2.523750305E0,2.448570442E1,-3.600153351E1,4.361226263E1
5.394119542E0,-2.437187195E0,2.457682419E1,-3.581768036E1,4.350708442E1
5.404089542E0,-2.421302795E0,2.462620544E1,-3.607781219E1,4.374838551E1
5.414059542E0,-2.617660522E0,2.456270218E1,-3.591172028E1,4.358704094E1
5.424030541E0,-2.350791931E0,2.451455498E1,-3.604619980E1,4.365567716E1
5.434000541E0,-2.581619263E0,2.457406425E1,-3.588542175E1,4.356963262E1
5.443970541E0,-2.523178101E0,2.448293304E1,-3.595567703E1,4.357282581E1
5.453940541E0,-2.458557129E0,2.452053833E1,-3.591167450E1,4.355398568E1
5.463910541E0,-2.499137878E0,2.444629288E1,-3.591728973E1,4.351917540E1
5.473880542E0,-2.607772827E0,2.478138351E1,-3.613056946E1,4.389003870E1
5.483851541E0,-2.691711426E0,2.466304016E1,-3.601194763E1,4.373066696E1
5.493821541E0,-2.686889648E0,2.450547409E1,-3.599248505E1,4.362564173E1
5.503791541E0,-2.735687256E0,2.466029358E1,-3.616235352E1,4.385578498E1
5.513761541E0,-2.676528931E0,2.459889603E1,-3.592565155E1,4.362249342E1
5.523731541E0,-2.605972290E0,2.467364120E1,-3.611070251E1,4.381281203E1
5.533701541E0,-2.636375427E0,2.453573608E1,-3.587662125E1,4.354405554E1
5.543672542E0,-2.695793152E0,2.449422836E1,-3.583782196E1,4.349234423E1
5.553642542E0,-2.614967346E0,2.457351875E1,-3.616773987E1,4.380412407E1
5.563612542E0,-2.599487305E0,2.460849762E1,-3.586583710E1,4.357400326E1
5.573582542E0,-2.638214111E0,2.455539131E1,-3.601084137E1,4.366586896E1
5.583552542E0,-2.842849731E0,2.453575706E1,-3.612584686E1,4.376256369E1
5.593522542E0,-2.750099182E0,2.451071739E1,-3.630901337E1,4.389399463E1
5.603493541E0,-2.593925476E0,2.460877800E1,-3.635911179E1,4.398073912E1
5.613463541E0,-2.782852173E0,2.448396111E1,-3.629298401E1,4.386786188E1
5.623433542E0,-2.749420166E0,2.448219872E1,-3.620054626E1,4.378831939E1
5.633403542E0,-2.757057190E0,2.468610001E1,-3.597051239E1,4.371364386E1
5.643373542E0,-2.757057190E0,2.468610001E1,-3.597051239E1,4.371364386E1
5.653343916E0,-2.912063599E0,2.460190773E1,-3.575311279E1,4.349734535E1
5.663314917E0,-2.768806458E0,2.476795006E1,-3.594534302E1,4.373997398E1
5.673284917E0,-2.783355713E0,2.469705200E1,-3.621305847E1,4.392125966E1
5.683254917E0,-2.732505798E0,2.457460213E1,-3.601255417E1,4.368388393E1
5.693224917E0,-2.597488403E0,2.448780251E1,-3.593988800E1,4.356690220E1
5.703194917E0,-2.906997681E0,2.463733864E1,-3.580922699E1,4.356317055E1
5.713164917E0,-2.605285645E0,2.444366646E1,-3.576245880E1,4.339624180E1
5.723135917E0,-2.587150574E0,2.452844429E1,-3.605600739E1,4.368493557E1
5.733105917E0,-2.592819214E0,2.454702759E1,-3.593139648E1,4.359294127E1
5.743075917E0,-2.498031616E0,2.465261269E1,-3.609623718E1,4.378275703E1
5.753045917E0,-2.502220154E0,2.453798294E1,-3.618280029E1,4.379005309E1
5.763015917E0,-2.492034912E0,2.455159760E1,-3.599746704E1,4.364411548E1
5.772985917E0,-2.612136841E0,2.463089180E1,-3.597110748E1,4.367407312E1
5.782955917E0,-2.644760132E0,2.461851692E1,-3.573374176E1,4.347374417E1
5.792926916E0,-2.831535339E0,2.481648254E1,-3.607102966E1,4.387476016E1
5.802896916E0,-2.692092896E0,2.469991684E1,-3.621144104E1,4.391584814E1
5.812866916E0,-2.796371460E0,2.463232231E1,-3.633947754E1,4.399009688E1
5.822836916E0,-2.683746338E0,2.458770370E1,-3.630369568E1,4.392853273E1
5.832806916E0,-2.654464722E0,2.471337700E1,-3.605205917E1,4.378981795E1
5.842776916E0,-2.846755981E0,2.461733437E1,-3.591533661E1,4.363517589E1
5.852747917E0,-2.768890381E0,2.473332596E1,-3.603255844E1,4.379211613E1
5.862717917E0,-2.801902771E0,2.471632195E1,-3.580194855E1,4.359503125E1
5.872687917E0,-2.673988342E0,2.461362076E1,-3.606661224E1,4.374678342E1
5.882657917E0,-2.783760071E0,2.461280441E1,-3.614329147E1,4.381640081E1
5.892627916E0,-2.653388977E0,2.434278297E1,-3.578148270E1,4.335811412E1
5.902597916E0,-2.801712036E0,2.450605202E1,-3.589675140E1,4.355425280E1
5.912568917E0,-2.787704468E0,2.455746460E1,-3.577551270E1,4.348249846E1
5.922538917E0,-2.839134216E0,2.453716660E1,-3.587854767E1,4.355919433E1
5.932508917E0,-2.851295471E0,2.456342697E1,-3.566815948E1,4.340172153E1
5.942478917E0,-2.764892578E0,2.446324730E1,-3.586785126E1,4.350399813E1
5.952448917E0,-2.732215881E0,2.454291344E1,-3.595697403E1,4.362021991E1
5.962418917E0,-2.624191284E0,2.452768707E1,-3.575563812E1,4.343914675E1
5.972389916E0,-2.600891113E0,2.441802597E1,-3.575926971E1,4.337891190E1
5.982359916E0,-2.591659546E0,2.439853859E1,-3.567959976E1,4.330172310E1
5.992329916E0,-2.843650818E0,2.458737373E1,-3.577294922E1,4.350091025E1
6.002299916E0,-2.770172119E0,2.460886002E1,-3.578031921E1,4.351437794E1
6.012269916E0,-2.940399170E0,2.466857338E1,-3.571390533E1,4.350479852E1
6.022239916E0,-2.940399170E0,2.466857338E1,-3.571390533E1,4.350479852E1
6.032210917E0,-2.708732605E0,2.454460907E1,-3.593730927E1,4.360350059E1
6.042180916E0,-2.611953735E0,2.459222412E1,-3.579534149E1,4.350754259E1
6.052150916E0,-2.625869751E0,2.458089828E1,-3.574204254E1,4.345813339E1
6.062120916E0,-2.622871399E0,2.460722542E1,-3.567946625E1,4.342141533E1
6.072090916E0,-2.718688965E0,2.453805542E1,-3.568536377E1,4.339300198E1
6.082060916E0,-2.713027954E0,2.460313034E1,-3.576184082E1,4.349234188E1
6.092031917E0,-2.559532166E0,2.445454979E1,-3.560169220E1,4.326727051E1
6.102001917E0,-2.620429993E0,2.451401138E1,-3.568330383E1,4.337166794E1
6.111971917E0,-2.510200500E0,2.452427483E1,-3.607324600E1,4.369233616E1
6.121941917E0,-2.802597046E0,2.455017471E1,-3.613098907E1,4.377229718E1
6.131911917E0,-2.728950500E0,2.438008499E1,-3.589101791E1,4.347414038E1
6.141881917E0,-2.764961243E0,2.444692612E1,-3.595323944E1,4.356526866E1
6.151852916E0,-2.831199646E0,2.445708656E1,-3.584648895E1,4.348718828E1
6.161822916E0,-2.798004150E0,2.458927727E1,-3.595669174E1,4.365025847E1
6.171792916E0,-2.733543396E0,2.460154343E1,-3.587044525E1,4.358207247E1
6.181762917E0,-2.798820496E0,2.451718140E1,-3.603400421E1,4.367350500E1
6.191732917E0,-2.832565308E0,2.451396751E1,-3.595793915E1,4.361113868E1
6.201702917E0,-2.622161865E0,2.468253326E1,-3.582352448E1,4.358242865E1
6.211672917E0,-2.718879700E0,2.465294075E1,-3.563277435E1,4.341490991E1
6.221643916E0,-2.487678528E0,2.463641739E1,-3.578302765E1,4.351513155E1
6.231613916E0,-2.567001343E0,2.457396889E1,-3.573100662E1,4.344161918E1
6.241583916E0,-2.641342163E0,2.467619514E1,-3.591789627E1,4.365760607E1
6.251553916E0,-2.739944458E0,2.461306190E1,-3.594877625E1,4.365346064E1
6.261523916E0,-2.676246643E0,2.467699623E1,-3.587867355E1,4.362792288E1
6.271493916E0,-2.568382263E0,2.467517281E1,-3.614573669E1,4.384033556E1
6.281464917E0,-2.626182556E0,2.472819519E1,-3.591963196E1,4.368753177E1
6.291434917E0,-2.671241760E0,2.476158142E1,-3.586521912E1,4.366446369E1
6.301404917E0,-2.769035339E0,2.481038094E1,-3.614030075E1,4.392429734E1
6.311374917E0,-2.835357666E0,2.454164505E1,-3.617858505E1,4.380892159E1
6.321344917E0,-2.645286560E0,2.464779472E1,-3.609443665E1,4.378720912E1
6.331314917E0,-2.908256531E0,2.454157829E1,-3.599478531E1,4.366201542E1
6.341285917E0,-2.757987976E0,2.452606201E1,-3.597399902E1,4.362640051E1
6.351255917E0,-2.802047729E0,2.459256744E1,-3.585472107E1,4.356841594E1
6.361225917E0,-2.724113464E0,2.459942245E1,-3.573496246E1,4.346883851E1
6.371195917E0,-2.680976868E0,2.467138863E1,-3.579264832E1,4.355431927E1
6.381165917E0,-2.669952393E0,2.465904617E1,-3.593019867E1,4.365977989E1
6.391135917E0,-2.547569275E0,2.464670372E1,-3.584209061E1,4.357299132E1
6.401106916E0,-2.438423157E0,2.467983437E1,-3.598258972E1,4.370110862E1
6.411076916E0,-2.438423157E0,2.467983437E1,-3.598258972E1,4.370110862E1
6.421046916E0,-2.583969116E0,2.468441772E1,-3.575083160E1,4.352148131E1
6.431016916E0,-2.727684021E0,2.476743889E1,-3.593181610E1,4.372598424E1
6.440986916E0,-2.703407288E0,2.460745049E1,-3.605403900E1,4.373475459E1
6.450956916E0,-2.615425110E0,2.448562431E1,-3.600027084E1,4.361657652E1
6.460927917E0,-2.655082703E0,2.464573669E1,-3.597101593E1,4.368496067E1
6.470897917E0,-2.645156860E0,2.466101456E1,-3.612351990E1,4.381861686E1
6.480867917E0,-2.641098022E0,2.458448601E1,-3.595125580E1,4.363330316E1
6.490837917E0,-2.610473633E0,2.462747955E1,-3.604431915E1,4.373237090E1
6.500807917E0,-2.598495483E0,2.479970169E1,-3.588585663E1,4.369865088E1
6.510777917E0,-2.645339966E0,2.466253471E1,-3.615049744E1,4.384172564E1
6.520748917E0,-2.582275391E0,2.474003410E1,-3.609018707E1,4.383194083E1
6.530718917E0,-2.662307739E0,2.473620987E1,-3.605571747E1,4.380619503E1
6.540688917E0,-2.505180359E0,2.462530518E1,-3.627118301E1,4.391218852E1
